256.00, 0.00
271.00, 0.00
288.00, 0.00
314.00, 0.00
345.00, 0.00
380.00, 0.00
411.00, 0.00
439.00, 0.00
457.00, 0.00
469.00, 0.00
477.00, 0.00
482.00, 0.00
484.00, 0.00
482.00, 0.00
483.00, 0.00
489.00, 0.00
495.00, 0.00
505.00, 0.00
524.00, 0.00
547.00, 0.00
579.00, 0.00
609.00, 0.00
627.00, 0.00
639.00, 0.00
650.00, 0.00
657.00, 0.00
666.00, 0.00
674.00, 0.00
694.00, 0.00
725.00, 0.00
768.00, 0.00
810.00, 0.00
846.00, 0.00
874.00, 0.00
886.00, 0.00
885.00, 0.00
870.00, 0.00
846.00, 0.00
821.00, 0.00
799.00, 0.00
785.00, 0.00
778.00, 0.00
775.00, 0.00
768.00, 0.00
751.00, 0.00
722.00, 0.00
684.00, 0.00
636.00, 0.00
585.00, 0.00
538.00, 0.00
513.00, 0.00
470.00, 0.00
447.00, 0.00
427.00, 0.00
404.00, 0.00
379.00, 0.00
348.00, 0.00
316.00, 0.00
287.00, 0.00
260.00, 0.00
236.00, 0.00
231.00, 0.00
228.00, 0.00
229.00, 0.00
228.00, 0.00
230.00, 0.00
229.00, 0.00
229.00, 0.00
229.00, 0.00
246.00, 0.00
260.00, 0.00
272.00, 0.00
294.00, 0.00
323.00, 0.00
358.00, 0.00
390.00, 0.00
416.00, 0.00
438.00, 0.00
453.00, 0.00
465.00, 0.00
472.00, 0.00
475.00, 0.00
475.00, 0.00
475.00, 0.00
479.00, 0.00
485.00, 0.00
498.00, 0.00
506.00, 0.00
535.00, 0.00
565.00, 0.00
595.00, 0.00
621.00, 0.00
638.00, 0.00
650.00, 0.00
659.00, 0.00
669.00, 0.00
675.00, 0.00
688.00, 0.00
711.00, 0.00
745.00, 0.00
788.00, 0.00
826.00, 0.00
861.00, 0.00
879.00, 0.00
887.00, 0.00
877.00, 0.00
857.00, 0.00
832.00, 0.00
807.00, 0.00
787.00, 0.00
775.00, 0.00
773.00, 0.00
767.00, 0.00
757.00, 0.00
736.00, 0.00
704.00, 0.00
661.00, 0.00
613.00, 0.00
562.00, 0.00
521.00, 0.00
486.00, 0.00
460.00, 0.00
439.00, 0.00
419.00, 0.00
395.00, 0.00
367.00, 0.00
336.00, 0.00
303.00, 0.00
273.00, 0.00
249.00, 0.00
230.00, 0.00
229.00, 0.00
229.00, 0.00
229.00, 0.00
230.00, 0.00
229.00, 0.00
229.00, 0.00
229.00, 0.00
228.00, 0.00
229.00, 0.00
240.00, 0.00
260.00, 0.00
289.00, 0.00
326.00, 0.00
360.00, 0.00
391.00, 0.00
419.00, 0.00
438.00, 0.00
453.00, 0.00
463.00, 0.00
472.00, 0.00
475.00, 0.00
475.00, 0.00
477.00, 0.00
482.00, 0.00
493.00, 0.00
504.00, 0.00
524.00, 0.00
549.00, 0.00
579.00, 0.00
607.00, 0.00
627.00, 0.00
642.00, 0.00
652.00, 0.00
661.00, 0.00
667.00, 0.00
676.00, 0.00
692.00, 0.00
720.00, 0.00
760.00, 0.00
800.00, 0.00
841.00, 0.00
868.00, 0.00
884.00, 0.00
885.00, 0.00
872.00, 0.00
850.00, 0.00
827.00, 0.00
803.00, 0.00
788.00, 0.00
782.00, 0.00
779.00, 0.00
773.00, 0.00
759.00, 0.00
725.00, 0.00
696.00, 0.00
649.00, 0.00
593.00, 0.00
551.00, 0.00
516.00, 0.00
479.00, 0.00
454.00, 0.00
434.00, 0.00
410.00, 0.00
383.00, 0.00
353.00, 0.00
319.00, 0.00
289.00, 0.00
260.00, 0.00
235.00, 0.00
229.00, 0.00
229.00, 0.00
228.00, 0.00
229.00, 0.00
233.00, 0.00
229.00, 0.00
229.00, 0.00
228.00, 0.00
229.00, 0.00
228.00, 0.00
241.00, 0.00
265.00, 0.00
301.00, 0.00
336.00, 0.00
356.00, 0.00
401.00, 0.00
423.00, 0.00
442.00, 0.00
452.00, 0.00
463.00, 0.00
468.00, 0.00
468.00, 0.00
467.00, 0.00
470.00, 0.00
478.00, 0.00
483.00, 0.00
503.00, 0.00
522.00, 0.00
551.00, 0.00
582.00, 0.00
608.00, 0.00
627.00, 0.00
640.00, 0.00
651.00, 0.00
661.00, 0.00
669.00, 0.00
681.00, 0.00
704.00, 0.00
741.00, 0.00
780.00, 0.00
824.00, 0.00
859.00, 0.00
885.00, 0.00
894.00, 0.00
889.00, 0.00
873.00, 0.00
849.00, 0.00
824.00, 0.00
804.00, 0.00
792.00, 0.00
787.00, 0.00
783.00, 0.00
773.00, 0.00
753.00, 0.00
721.00, 0.00
680.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
