0 64
402 64
784 64
1168 64
1215 0
1263 0
1296 0
1343 0
1376 0
1407 0
1455 0
1487 0
1535 0
1919 0
2304 63
2704 63
3105 63
3155 0
3182 0
3231 0
3263 0
3311 0
3344 0
3375 0
3423 0
3455 0
3503 0
3535 0
3567 0
3615 0
4035 65
4075 0
4111 0
4159 0
4190 0
4239 0
4623 0
5011 0
5411 0
5439 0
5471 0
5519 0
5551 0
5983 64
6384 64
6783 64
7167 64
7215 0
7247 0
7294 0
7326 0
7374 0
7406 0
7437 0
7486 0
7518 0
7566 0
7598 0
7630 0
8063 64
8478 63
8863 63
9252 63
9307 0
9339 0
9390 0
9422 0
9454 0
9502 0
9534 0
9582 0
9614 0
9648 0
9691 0
9725 0
9774 0
9806 0
9838 0
9886 0
9917 0
9966 0
9999 0
10434 64
10831 64
11230 64
11277 0
11308 0
11341 0
11389 0
11421 0
11469 0
11502 0
11529 0
11581 0
11998 64
14158 0
14205 0
14240 0
14266 0
14313 0
14345 0
14394 0
14426 0
14458 0
14506 0
14538 0
14590 0
14621 0
14663 0
14697 0
14729 0
14781 0
14813 0
14845 0
14893 0
14924 0
14973 0
15005 0
15038 0
15085 0
15117 0
15165 0
15197 0
15229 0
15278 0
15312 0
15356 0
15390 0
15418 0
15470 0
15501 0
15549 0
15581 0
15629 0
15657 0
15689 0
15740 0
15773 0
15821 0
15853 0
15885 0
15933 0
15964 0
16013 0
16045 0
16076 0
16126 0
16155 0
16204 0
16238 0
16268 0
16317 0
16350 0
16396 0
16429 0
16461 0
16509 0
16540 0
16588 0
16621 0
16652 0
16699 0
16732 0
16780 0
16812 0
16844 0
16893 0
16924 0
16972 0
17005 0
17037 0
17084 0
17116 0
17163 0
17196 0
17228 0
17275 0
17309 0
17357 0
17388 0
17420 0
17468 0
17500 0
17548 0
17580 0
17612 0
17661 0
17688 0
17739 0
17772 0
17804 0
17851 0
17884 0
17931 0
17964 0
17996 0
18044 0
18076 0
18124 0
18156 0
18188 0
18236 0
18268 0
18316 0
18348 0
18380 0
18428 0
18460 0
18508 0
18540 0
18572 0
18620 0
18652 0
18696 0
18728 0
18760 0
18812 0
18844 0
18891 0
18924 0
18957 0
19005 0
19040 0
19084 0
19116 0
19144 0
19196 0
19228 0
19276 0
19307 0
19336 0
19387 0
19420 0
19468 0
19500 0
19548 0
19580 0
19612 0
19660 0
19692 0
19740 0
19772 0
19805 0
19852 0
19884 0
19931 0
19963 0
19995 0
20044 0
20076 0
20125 0
20157 0
20189 0
20236 0
20268 0
20316 0
20348 0
20380 0
20429 0
20460 0
20508 0
20541 0
20572 0
20620 0
20652 0
20696 0
20728 0
20760 0
20808 0
20840 0
20891 0
20924 0
21373 57
21757 57
22172 57
22557 57
22942 57
22987 0
23035 0
23067 0
23115 0
23149 0
23179 0
23227 0
23260 0
23307 0
23339 0
23367 0
23418 0
23451 0
23499 0
23531 0
28426 0
28458 0
28506 0
28538 0
28586 0
